,Deployment.Location.ID,X,Area,Project,Grid,Camera,StartDate,EndDate,Treatment,GPSX,GPSY,Near_river,Near_road,Near_PA,Near_CP,Dry_NDVI,Wet_NDVI,Cols,Species,Season,sum
144,Y0039,9,North,Makgadikgadi,Makgadikgadi.North.D9,D9,2/10/2022,8/1/2022,On road,24.31752317,-20.8201357,5992.46,4.83,5219.4706,1719.81,0.17003484,0.25232866,#20B2AA,WILDCAT,Wet,2
145,Y0039,9,North,Makgadikgadi,Makgadikgadi.North.D9,D9,2/10/2022,8/1/2022,On road,24.31752317,-20.8201357,5992.46,4.83,5219.4706,1719.81,0.17003484,0.25232866,#20B2AA,BLACK-BACKED JACKAL,Dry,15
146,Y0039,9,North,Makgadikgadi,Makgadikgadi.North.D9,D9,2/10/2022,8/1/2022,On road,24.31752317,-20.8201357,5992.46,4.83,5219.4706,1719.81,0.17003484,0.25232866,#20B2AA,BLACK-BACKED JACKAL,Wet,7
147,Y0039,9,North,Makgadikgadi,Makgadikgadi.North.D9,D9,2/10/2022,8/1/2022,On road,24.31752317,-20.8201357,5992.46,4.83,5219.4706,1719.81,0.17003484,0.25232866,#20B2AA,CARACAL,Wet,5
148,Y0040,38,North,Makgadikgadi,Makgadikgadi.North.A8,A8,2/10/2022,8/1/2022,Trail,24.27050999,-20.6751549,14845.4,137.71,13341.9403,4578.96,0.17752723,0.22892423,#AA20B2,AARDWOLF,Wet,1
149,Y0040,38,North,Makgadikgadi,Makgadikgadi.North.A8,A8,2/10/2022,8/1/2022,Trail,24.27050999,-20.6751549,14845.4,137.71,13341.9403,4578.96,0.17752723,0.22892423,#AA20B2,BLACK-BACKED JACKAL,Wet,2
150,Y0046,12,North,Makgadikgadi,Makgadikgadi.North.C2,C2,2/10/2022,8/1/2022,On road,23.97477248,-20.771756,42090.4,591.27,27076.3983,596.94,0.13810143,0.23273616,#20B2AA,BLACK-BACKED JACKAL,Dry,9
151,Y0046,12,North,Makgadikgadi,Makgadikgadi.North.C2,C2,2/10/2022,8/1/2022,On road,23.97477248,-20.771756,42090.4,591.27,27076.3983,596.94,0.13810143,0.23273616,#20B2AA,CARACAL,Wet,1
152,Y0046,12,North,Makgadikgadi,Makgadikgadi.North.C2,C2,2/10/2022,8/1/2022,On road,23.97477248,-20.771756,42090.4,591.27,27076.3983,596.94,0.13810143,0.23273616,#20B2AA,BLACK-BACKED JACKAL,Wet,16
153,Y0049,22,North,Makgadikgadi,Makgadikgadi.North.B2,B2,2/10/2022,8/1/2022,On road,23.97551117,-20.7256618,42969.47,2180.59,31938.2507,4674.22,0.17149071,0.2925932,#20B2AA,NA,NA,NA
154,Y0050,40,North,Makgadikgadi,Makgadikgadi.North.A10,A10,2/10/2022,8/1/2022,On road,24.37089703,-20.69187,4241.16,2.72,2905.7891,1806.09,0.14324233,0.23359059,#20B2AA,BLACK-BACKED JACKAL,Dry,2
155,Y0050,40,North,Makgadikgadi,Makgadikgadi.North.A10,A10,2/10/2022,8/1/2022,On road,24.37089703,-20.69187,4241.16,2.72,2905.7891,1806.09,0.14324233,0.23359059,#20B2AA,WILDCAT,Dry,5
156,Y0051,31,North,Makgadikgadi,Makgadikgadi.North.A1,A1,2/10/2022,8/1/2022,Trail,23.93786411,-20.6745754,37658.49,2169.07,36583.8223,2622.78,0.14659436,0.24615984,#AA20B2,BLACK-BACKED JACKAL,Wet,3
157,Y0054,33,North,Makgadikgadi,Makgadikgadi.North.A3,A3,2/10/2022,8/1/2022,On road,24.02867231,-20.6902408,38434.68,2.47,37557.6649,2773.28,0.1672342,0.28886527,#20B2AA,WILDCAT,Dry,5
158,Y0054,33,North,Makgadikgadi,Makgadikgadi.North.A3,A3,2/10/2022,8/1/2022,On road,24.02867231,-20.6902408,38434.68,2.47,37557.6649,2773.28,0.1672342,0.28886527,#20B2AA,BLACK-BACKED JACKAL,Wet,32
159,Y0054,33,North,Makgadikgadi,Makgadikgadi.North.A3,A3,2/10/2022,8/1/2022,On road,24.02867231,-20.6902408,38434.68,2.47,37557.6649,2773.28,0.1672342,0.28886527,#20B2AA,CARACAL,Wet,1
160,Y0054,33,North,Makgadikgadi,Makgadikgadi.North.A3,A3,2/10/2022,8/1/2022,On road,24.02867231,-20.6902408,38434.68,2.47,37557.6649,2773.28,0.1672342,0.28886527,#20B2AA,WILDCAT,Wet,3
161,Y0054,33,North,Makgadikgadi,Makgadikgadi.North.A3,A3,2/10/2022,8/1/2022,On road,24.02867231,-20.6902408,38434.68,2.47,37557.6649,2773.28,0.1672342,0.28886527,#20B2AA,BLACK-BACKED JACKAL,Dry,34
162,Y0054,33,North,Makgadikgadi,Makgadikgadi.North.A3,A3,2/10/2022,8/1/2022,On road,24.02867231,-20.6902408,38434.68,2.47,37557.6649,2773.28,0.1672342,0.28886527,#20B2AA,AARDWOLF,Dry,1
163,Y0100,6,South,Makgadikgadi,Makgadikgadi.South.A6,A6,1/29/2022,8/1/2022,On road,24.22832308,-21.04791371,40634.38,0.27,12.6868,3931.25,0.13183793,0.23918113,#20B2AA,WILDCAT,Dry,2
164,Y0100,6,South,Makgadikgadi,Makgadikgadi.South.A6,A6,1/29/2022,8/1/2022,On road,24.22832308,-21.04791371,40634.38,0.27,12.6868,3931.25,0.13183793,0.23918113,#20B2AA,WILDCAT,Wet,5
165,Y0100,6,South,Makgadikgadi,Makgadikgadi.South.A6,A6,1/29/2022,8/1/2022,On road,24.22832308,-21.04791371,40634.38,0.27,12.6868,3931.25,0.13183793,0.23918113,#20B2AA,BLACK-BACKED JACKAL,Dry,20
166,Y0100,6,South,Makgadikgadi,Makgadikgadi.South.A6,A6,1/29/2022,8/1/2022,On road,24.22832308,-21.04791371,40634.38,0.27,12.6868,3931.25,0.13183793,0.23918113,#20B2AA,BLACK-BACKED JACKAL,Wet,4
167,Y0101,2,South,Makgadikgadi,Makgadikgadi.South.A2,A2,2/2/2022,8/1/2022,Unknown,24.08363179,-21.17024083,35329.6,0.32,5491.9792,998.49,0.12582545,0.2841998,#B2AA20,CARACAL,Wet,1
168,Y0101,2,South,Makgadikgadi,Makgadikgadi.South.A2,A2,2/2/2022,8/1/2022,Unknown,24.08363179,-21.17024083,35329.6,0.32,5491.9792,998.49,0.12582545,0.2841998,#B2AA20,WILDCAT,Dry,1
169,Y0101,2,South,Makgadikgadi,Makgadikgadi.South.A2,A2,2/2/2022,8/1/2022,Unknown,24.08363179,-21.17024083,35329.6,0.32,5491.9792,998.49,0.12582545,0.2841998,#B2AA20,CARACAL,Dry,2
170,Y0101,2,South,Makgadikgadi,Makgadikgadi.South.A2,A2,2/2/2022,8/1/2022,Unknown,24.08363179,-21.17024083,35329.6,0.32,5491.9792,998.49,0.12582545,0.2841998,#B2AA20,BLACK-BACKED JACKAL,Dry,1
171,Y0102,24,North,Makgadikgadi,Makgadikgadi.North.B4,B4,2/10/2022,8/1/2022,On road,24.06969208,-20.724082,33393.95,2.87,32683.998,2650.02,0.17213859,0.27734613,#20B2AA,BLACK-BACKED JACKAL,Dry,36
172,Y0102,24,North,Makgadikgadi,Makgadikgadi.North.B4,B4,2/10/2022,8/1/2022,On road,24.06969208,-20.724082,33393.95,2.87,32683.998,2650.02,0.17213859,0.27734613,#20B2AA,BLACK-BACKED JACKAL,Wet,30
173,Y0102,24,North,Makgadikgadi,Makgadikgadi.North.B4,B4,2/10/2022,8/1/2022,On road,24.06969208,-20.724082,33393.95,2.87,32683.998,2650.02,0.17213859,0.27734613,#20B2AA,CARACAL,Dry,1
174,Y0102,24,North,Makgadikgadi,Makgadikgadi.North.B4,B4,2/10/2022,8/1/2022,On road,24.06969208,-20.724082,33393.95,2.87,32683.998,2650.02,0.17213859,0.27734613,#20B2AA,CARACAL,Wet,4
175,Y0102,24,North,Makgadikgadi,Makgadikgadi.North.B4,B4,2/10/2022,8/1/2022,On road,24.06969208,-20.724082,33393.95,2.87,32683.998,2650.02,0.17213859,0.27734613,#20B2AA,AARDWOLF,Dry,7
176,Y0102,24,North,Makgadikgadi,Makgadikgadi.North.B4,B4,2/10/2022,8/1/2022,On road,24.06969208,-20.724082,33393.95,2.87,32683.998,2650.02,0.17213859,0.27734613,#20B2AA,WILDCAT,Wet,4
177,Y0102,24,North,Makgadikgadi,Makgadikgadi.North.B4,B4,2/10/2022,8/1/2022,On road,24.06969208,-20.724082,33393.95,2.87,32683.998,2650.02,0.17213859,0.27734613,#20B2AA,WILDCAT,Dry,13
178,Y0900,17,South,Makgadikgadi,Makgadikgadi.South.C1,C1,2/1/2022,8/1/2022,Trail,24.1114229,-21.27561955,30564.71,681.85,10220.0869,2287.52,0.14042553,0.23635231,#AA20B2,WILDCAT,Wet,1
179,Y0900,17,South,Makgadikgadi,Makgadikgadi.South.C1,C1,2/1/2022,8/1/2022,Trail,24.1114229,-21.27561955,30564.71,681.85,10220.0869,2287.52,0.14042553,0.23635231,#AA20B2,WILDCAT,Dry,2
180,Y0900,17,South,Makgadikgadi,Makgadikgadi.South.C1,C1,2/1/2022,8/1/2022,Trail,24.1114229,-21.27561955,30564.71,681.85,10220.0869,2287.52,0.14042553,0.23635231,#AA20B2,BLACK-BACKED JACKAL,Dry,10
181,Y0900,17,South,Makgadikgadi,Makgadikgadi.South.C1,C1,2/1/2022,8/1/2022,Trail,24.1114229,-21.27561955,30564.71,681.85,10220.0869,2287.52,0.14042553,0.23635231,#AA20B2,CARACAL,Wet,3
182,Y0900,17,South,Makgadikgadi,Makgadikgadi.South.C1,C1,2/1/2022,8/1/2022,Trail,24.1114229,-21.27561955,30564.71,681.85,10220.0869,2287.52,0.14042553,0.23635231,#AA20B2,CARACAL,Dry,7
183,Y2400,14,South,Makgadikgadi,Makgadikgadi.South.B6,B6,1/29/2022,8/1/2022,On road,24.2577507,-21.08197512,25781.94,162.66,15494.124,1651.32,0.1419672,0.17099126,#20B2AA,CARACAL,Dry,1
184,Y2400,14,South,Makgadikgadi,Makgadikgadi.South.B6,B6,1/29/2022,8/1/2022,On road,24.2577507,-21.08197512,25781.94,162.66,15494.124,1651.32,0.1419672,0.17099126,#20B2AA,BLACK-BACKED JACKAL,Dry,1
185,Y3800,5,South,Makgadikgadi,Makgadikgadi.South.A5,A5,1/29/2022,8/1/2022,Unknown,24.1924015,-21.07424354,20600.41,613.61,20913.4055,3663.97,0.1281398,0.18955603,#B2AA20,BLACK-BACKED JACKAL,Wet,2
186,Y3800,5,South,Makgadikgadi,Makgadikgadi.South.A5,A5,1/29/2022,8/1/2022,Unknown,24.1924015,-21.07424354,20600.41,613.61,20913.4055,3663.97,0.1281398,0.18955603,#B2AA20,WILDCAT,Dry,1
187,Y3800,5,South,Makgadikgadi,Makgadikgadi.South.A5,A5,1/29/2022,8/1/2022,Unknown,24.1924015,-21.07424354,20600.41,613.61,20913.4055,3663.97,0.1281398,0.18955603,#B2AA20,WILDCAT,Wet,2
188,Y3800,5,South,Makgadikgadi,Makgadikgadi.South.A5,A5,1/29/2022,8/1/2022,Unknown,24.1924015,-21.07424354,20600.41,613.61,20913.4055,3663.97,0.1281398,0.18955603,#B2AA20,BLACK-BACKED JACKAL,Dry,5
189,Y5300,27,South,Makgadikgadi,Makgadikgadi.South.D3,D3,1/31/2022,8/1/2022,Unknown,24.21311621,-21.23830836,16189.11,0.15,25650.8369,4949.97,0.1026064,0.209204,#B2AA20,CARACAL,Dry,2
190,Y5300,27,South,Makgadikgadi,Makgadikgadi.South.D3,D3,1/31/2022,8/1/2022,Unknown,24.21311621,-21.23830836,16189.11,0.15,25650.8369,4949.97,0.1026064,0.209204,#B2AA20,WILDCAT,Dry,2
191,Y5300,27,South,Makgadikgadi,Makgadikgadi.South.D3,D3,1/31/2022,8/1/2022,Unknown,24.21311621,-21.23830836,16189.11,0.15,25650.8369,4949.97,0.1026064,0.209204,#B2AA20,BLACK-BACKED JACKAL,Wet,1
192,Y5500,15,South,Makgadikgadi,Makgadikgadi.South.B7,B7,1/29/2022,8/1/2022,On road,24.29030546,-21.04833633,12303.6,0.01,23169.328,415.22,0.14024976,0.21891686,#20B2AA,WILDCAT,Wet,1
193,Y5500,15,South,Makgadikgadi,Makgadikgadi.South.B7,B7,1/29/2022,8/1/2022,On road,24.29030546,-21.04833633,12303.6,0.01,23169.328,415.22,0.14024976,0.21891686,#20B2AA,AARDWOLF,Dry,3
194,Y5500,15,South,Makgadikgadi,Makgadikgadi.South.B7,B7,1/29/2022,8/1/2022,On road,24.29030546,-21.04833633,12303.6,0.01,23169.328,415.22,0.14024976,0.21891686,#20B2AA,BLACK-BACKED JACKAL,Dry,3
195,Y5500,15,South,Makgadikgadi,Makgadikgadi.South.B7,B7,1/29/2022,8/1/2022,On road,24.29030546,-21.04833633,12303.6,0.01,23169.328,415.22,0.14024976,0.21891686,#20B2AA,WILDCAT,Dry,1
196,Y5500,15,South,Makgadikgadi,Makgadikgadi.South.B7,B7,1/29/2022,8/1/2022,On road,24.29030546,-21.04833633,12303.6,0.01,23169.328,415.22,0.14024976,0.21891686,#20B2AA,BLACK-BACKED JACKAL,Wet,1
197,Y5600,33,South,Makgadikgadi,Makgadikgadi.South.E1,E1,2/1/2022,8/1/2022,Trail,24.18626219,-21.33389434,8178.8,360.35,17735.8519,2755.53,0.15972927,0.23291297,#AA20B2,WILDCAT,Dry,4
198,Y5600,33,South,Makgadikgadi,Makgadikgadi.South.E1,E1,2/1/2022,8/1/2022,Trail,24.18626219,-21.33389434,8178.8,360.35,17735.8519,2755.53,0.15972927,0.23291297,#AA20B2,WILDCAT,Wet,3
199,Y5600,33,South,Makgadikgadi,Makgadikgadi.South.E1,E1,2/1/2022,8/1/2022,Trail,24.18626219,-21.33389434,8178.8,360.35,17735.8519,2755.53,0.15972927,0.23291297,#AA20B2,CARACAL,Wet,2
200,Y5600,33,South,Makgadikgadi,Makgadikgadi.South.E1,E1,2/1/2022,8/1/2022,Trail,24.18626219,-21.33389434,8178.8,360.35,17735.8519,2755.53,0.15972927,0.23291297,#AA20B2,CARACAL,Dry,3
201,Y5600,33,South,Makgadikgadi,Makgadikgadi.South.E1,E1,2/1/2022,8/1/2022,Trail,24.18626219,-21.33389434,8178.8,360.35,17735.8519,2755.53,0.15972927,0.23291297,#AA20B2,BLACK-BACKED JACKAL,Wet,1
202,Y5600,33,South,Makgadikgadi,Makgadikgadi.South.E1,E1,2/1/2022,8/1/2022,Trail,24.18626219,-21.33389434,8178.8,360.35,17735.8519,2755.53,0.15972927,0.23291297,#AA20B2,BLACK-BACKED JACKAL,Dry,6
203,Y5700,22,South,Makgadikgadi,Makgadikgadi.South.C6,C6,2/3/2022,8/1/2022,Unknown,24.29381324,-21.12385764,40248.1,142.23,155.8924,4512.97,0.13977334,0.2716168,#B2AA20,BLACK-BACKED JACKAL,Dry,24
204,Y5700,22,South,Makgadikgadi,Makgadikgadi.South.C6,C6,2/3/2022,8/1/2022,Unknown,24.29381324,-21.12385764,40248.1,142.23,155.8924,4512.97,0.13977334,0.2716168,#B2AA20,WILDCAT,Dry,2
205,Y5700,22,South,Makgadikgadi,Makgadikgadi.South.C6,C6,2/3/2022,8/1/2022,Unknown,24.29381324,-21.12385764,40248.1,142.23,155.8924,4512.97,0.13977334,0.2716168,#B2AA20,WILDCAT,Wet,1
206,Y5700,22,South,Makgadikgadi,Makgadikgadi.South.C6,C6,2/3/2022,8/1/2022,Unknown,24.29381324,-21.12385764,40248.1,142.23,155.8924,4512.97,0.13977334,0.2716168,#B2AA20,BLACK-BACKED JACKAL,Wet,2
207,Y5800,19,South,Makgadikgadi,Makgadikgadi.South.C3,C3,1/31/2022,8/1/2022,Unknown,24.18528905,-21.20431856,35203.52,690.33,5197.162,1252.21,0.11662134,0.18224037,#B2AA20,CARACAL,Dry,1
208,Y5800,19,South,Makgadikgadi,Makgadikgadi.South.C3,C3,1/31/2022,8/1/2022,Unknown,24.18528905,-21.20431856,35203.52,690.33,5197.162,1252.21,0.11662134,0.18224037,#B2AA20,BLACK-BACKED JACKAL,Dry,2
209,Y5900,24,South,Makgadikgadi,Makgadikgadi.South.C8,C8,1/30/2022,8/1/2022,Unknown,24.35604108,-21.05095254,29390.88,148.57,11047.661,2920.92,0.15531915,0.19837205,#B2AA20,BLACK-BACKED JACKAL,Wet,6
210,Y6000,10,South,Makgadikgadi,Makgadikgadi.South.B2,B2,1/30/2022,8/1/2022,Trail,24.11361563,-21.21253219,24573.94,194.4,15920.5534,1884.13,0.16190141,0.22072645,#AA20B2,WILDCAT,Dry,1
211,Y6000,10,South,Makgadikgadi,Makgadikgadi.South.B2,B2,1/30/2022,8/1/2022,Trail,24.11361563,-21.21253219,24573.94,194.4,15920.5534,1884.13,0.16190141,0.22072645,#AA20B2,BLACK-BACKED JACKAL,Wet,7
212,Y6000,10,South,Makgadikgadi,Makgadikgadi.South.B2,B2,1/30/2022,8/1/2022,Trail,24.11361563,-21.21253219,24573.94,194.4,15920.5534,1884.13,0.16190141,0.22072645,#AA20B2,AARDWOLF,Dry,1
213,Y6000,10,South,Makgadikgadi,Makgadikgadi.South.B2,B2,1/30/2022,8/1/2022,Trail,24.11361563,-21.21253219,24573.94,194.4,15920.5534,1884.13,0.16190141,0.22072645,#AA20B2,BLACK-BACKED JACKAL,Dry,9
214,Y6000,10,South,Makgadikgadi,Makgadikgadi.South.B2,B2,1/30/2022,8/1/2022,Trail,24.11361563,-21.21253219,24573.94,194.4,15920.5534,1884.13,0.16190141,0.22072645,#AA20B2,CARACAL,Dry,2
215,Y6200,32,South,Makgadikgadi,Makgadikgadi.South.D8,D8,2/3/2022,8/1/2022,Trail,24.39304375,-21.08495758,20157.35,451.93,20279.1569,2578.81,0.14980215,0.23960397,#AA20B2,WILDCAT,Wet,1
216,Y6300,26,South,Makgadikgadi,Makgadikgadi.South.D2,D2,2/1/2022,8/1/2022,On road,24.1868069,-21.27092028,14757.45,0.07,25850.8703,2547.73,0.13074204,0.22467357,#20B2AA,WILDCAT,Dry,4
217,Y6300,26,South,Makgadikgadi,Makgadikgadi.South.D2,D2,2/1/2022,8/1/2022,On road,24.1868069,-21.27092028,14757.45,0.07,25850.8703,2547.73,0.13074204,0.22467357,#20B2AA,BLACK-BACKED JACKAL,Dry,19
218,Y6300,26,South,Makgadikgadi,Makgadikgadi.South.D2,D2,2/1/2022,8/1/2022,On road,24.1868069,-21.27092028,14757.45,0.07,25850.8703,2547.73,0.13074204,0.22467357,#20B2AA,WILDCAT,Wet,1
219,Y6300,26,South,Makgadikgadi,Makgadikgadi.South.D2,D2,2/1/2022,8/1/2022,On road,24.1868069,-21.27092028,14757.45,0.07,25850.8703,2547.73,0.13074204,0.22467357,#20B2AA,CARACAL,Dry,8
220,Y6300,26,South,Makgadikgadi,Makgadikgadi.South.D2,D2,2/1/2022,8/1/2022,On road,24.1868069,-21.27092028,14757.45,0.07,25850.8703,2547.73,0.13074204,0.22467357,#20B2AA,BLACK-BACKED JACKAL,Wet,3
